r1	r2	sample	BC
CLL_14-2116_S67_L006_R1_001.fastq.gz	CLL_14-2116_S67_L006_R2_001.fastq.gz	CLL_14-2116_S67_L006	WLUGXJBD
CLL_14-2116_S68_L001_R1_001.fastq.gz	CLL_14-2116_S68_L001_R2_001.fastq.gz	CLL_14-2116_S68_L001	KAOMFRLC
CLL_14-2116_S68_L007_R1_001.fastq.gz	CLL_14-2116_S68_L007_R2_001.fastq.gz	CLL_14-2116_S68_L007	GWXWVEAM
CLL_14-2116_S69_L006_R1_001.fastq.gz	CLL_14-2116_S69_L006_R2_001.fastq.gz	CLL_14-2116_S69_L006	EZCOWBKH
CLL_14-2116_S6_L001_R1_001.fastq.gz	CLL_14-2116_S6_L001_R2_001.fastq.gz	CLL_14-2116_S6_L001	CYPADLDC
CLL_14-2116_S72_L006_R1_001.fastq.gz	CLL_14-2116_S72_L006_R2_001.fastq.gz	CLL_14-2116_S72_L006	SOYWPYGH
CLL_14-2116_S72_L007_R1_001.fastq.gz	CLL_14-2116_S72_L007_R2_001.fastq.gz	CLL_14-2116_S72_L007	BWYWCAHP
CLL_14-2116_S74_L001_R1_001.fastq.gz	CLL_14-2116_S74_L001_R2_001.fastq.gz	CLL_14-2116_S74_L001	QYAHLQWC
CLL_14-2116_S74_L007_R1_001.fastq.gz	CLL_14-2116_S74_L007_R2_001.fastq.gz	CLL_14-2116_S74_L007	MTBQTCOT
CLL_14-2116_S78_L001_R1_001.fastq.gz	CLL_14-2116_S78_L001_R2_001.fastq.gz	CLL_14-2116_S78_L001	IZSMQUOG
CLL_14-2116_S79_L006_R1_001.fastq.gz	CLL_14-2116_S79_L006_R2_001.fastq.gz	CLL_14-2116_S79_L006	BTRKFRKU
CLL_14-2116_S79_L007_R1_001.fastq.gz	CLL_14-2116_S79_L007_R2_001.fastq.gz	CLL_14-2116_S79_L007	SDJBIYNZ
CLL_14-2116_S81_L006_R1_001.fastq.gz	CLL_14-2116_S81_L006_R2_001.fastq.gz	CLL_14-2116_S81_L006	FBSLJVNJ
CLL_14-2116_S83_L006_R1_001.fastq.gz	CLL_14-2116_S83_L006_R2_001.fastq.gz	CLL_14-2116_S83_L006	SLZLGWCX
CLL_14-2116_S85_L007_R1_001.fastq.gz	CLL_14-2116_S85_L007_R2_001.fastq.gz	CLL_14-2116_S85_L007	FIXZPEWF
CLL_14-2116_S87_L006_R1_001.fastq.gz	CLL_14-2116_S87_L006_R2_001.fastq.gz	CLL_14-2116_S87_L006	RIKPIKZJ
CLL_14-2116_S87_L007_R1_001.fastq.gz	CLL_14-2116_S87_L007_R2_001.fastq.gz	CLL_14-2116_S87_L007	CMRCSHAR
CLL_14-2116_S88_L001_R1_001.fastq.gz	CLL_14-2116_S88_L001_R2_001.fastq.gz	CLL_14-2116_S88_L001	LAHLSZPT
CLL_14-2116_S88_L006_R1_001.fastq.gz	CLL_14-2116_S88_L006_R2_001.fastq.gz	CLL_14-2116_S88_L006	VGSJVAAF
CLL_14-2116_S89_L007_R1_001.fastq.gz	CLL_14-2116_S89_L007_R2_001.fastq.gz	CLL_14-2116_S89_L007	CMROINEL
CLL_14-2116_S90_L001_R1_001.fastq.gz	CLL_14-2116_S90_L001_R2_001.fastq.gz	CLL_14-2116_S90_L001	ZDUFORUK
CLL_14-2116_S91_L006_R1_001.fastq.gz	CLL_14-2116_S91_L006_R2_001.fastq.gz	CLL_14-2116_S91_L006	BABDSUOQ
CLL_14-2116_S92_L006_R1_001.fastq.gz	CLL_14-2116_S92_L006_R2_001.fastq.gz	CLL_14-2116_S92_L006	JAENFGKR
CLL_14-2116_S92_L007_R1_001.fastq.gz	CLL_14-2116_S92_L007_R2_001.fastq.gz	CLL_14-2116_S92_L007	JZFEBZOB
CLL_14-2116_S93_L007_R1_001.fastq.gz	CLL_14-2116_S93_L007_R2_001.fastq.gz	CLL_14-2116_S93_L007	XMPFXOME
CLL_14-2116_S94_L001_R1_001.fastq.gz	CLL_14-2116_S94_L001_R2_001.fastq.gz	CLL_14-2116_S94_L001	GZMTPEBO
CLL_14-2116_S95_L001_R1_001.fastq.gz	CLL_14-2116_S95_L001_R2_001.fastq.gz	CLL_14-2116_S95_L001	IAEYXEYH
CLL_14-2116_S95_L006_R1_001.fastq.gz	CLL_14-2116_S95_L006_R2_001.fastq.gz	CLL_14-2116_S95_L006	PKFNFPYG
CLL_14-2116_S96_L006_R1_001.fastq.gz	CLL_14-2116_S96_L006_R2_001.fastq.gz	CLL_14-2116_S96_L006	ORSHPMXG
CLL_14-2116_S96_L007_R1_001.fastq.gz	CLL_14-2116_S96_L007_R2_001.fastq.gz	CLL_14-2116_S96_L007	IJIZCOSR
CLL_14-2116_S98_L007_R1_001.fastq.gz	CLL_14-2116_S98_L007_R2_001.fastq.gz	CLL_14-2116_S98_L007	XCMMPAFU
CLL_14-2116_S99_L007_R1_001.fastq.gz	CLL_14-2116_S99_L007_R2_001.fastq.gz	CLL_14-2116_S99_L007	YWHJRMJC
CLL_14-2116_S9_L001_R1_001.fastq.gz	CLL_14-2116_S9_L001_R2_001.fastq.gz	CLL_14-2116_S9_L001	MNAAFDJK
empty_S104_L006_R1_001.fastq.gz	empty_S104_L006_R2_001.fastq.gz	empty_S104_L006	MBQJLORP
empty_S129_L007_R1_001.fastq.gz	empty_S129_L007_R2_001.fastq.gz	empty_S129_L007	QZEWLRMC
empty_S141_L007_R1_001.fastq.gz	empty_S141_L007_R2_001.fastq.gz	empty_S141_L007	NRAQYETO
empty_S152_L006_R1_001.fastq.gz	empty_S152_L006_R2_001.fastq.gz	empty_S152_L006	PCJLKXFJ
empty_S155_L006_R1_001.fastq.gz	empty_S155_L006_R2_001.fastq.gz	empty_S155_L006	QBYRRHLP
empty_S176_L001_R1_001.fastq.gz	empty_S176_L001_R2_001.fastq.gz	empty_S176_L001	NUHVBXOH
empty_S209_L007_R1_001.fastq.gz	empty_S209_L007_R2_001.fastq.gz	empty_S209_L007	HBNKREYQ
empty_S240_L006_R1_001.fastq.gz	empty_S240_L006_R2_001.fastq.gz	empty_S240_L006	WRJXKIHX
empty_S246_L006_R1_001.fastq.gz	empty_S246_L006_R2_001.fastq.gz	empty_S246_L006	YPHBECWK
empty_S277_L001_R1_001.fastq.gz	empty_S277_L001_R2_001.fastq.gz	empty_S277_L001	AEVHWXOT
empty_S293_L001_R1_001.fastq.gz	empty_S293_L001_R2_001.fastq.gz	empty_S293_L001	BGAZGIMK
empty_S313_L006_R1_001.fastq.gz	empty_S313_L006_R2_001.fastq.gz	empty_S313_L006	SCEEIRAD
empty_S319_L006_R1_001.fastq.gz	empty_S319_L006_R2_001.fastq.gz	empty_S319_L006	UEBVMDOZ
empty_S324_L007_R1_001.fastq.gz	empty_S324_L007_R2_001.fastq.gz	empty_S324_L007	NPPQNJPH
empty_S34_L007_R1_001.fastq.gz	empty_S34_L007_R2_001.fastq.gz	empty_S34_L007	OYVBMPWI
empty_S359_L001_R1_001.fastq.gz	empty_S359_L001_R2_001.fastq.gz	empty_S359_L001	PZYXDISI
empty_S360_L006_R1_001.fastq.gz	empty_S360_L006_R2_001.fastq.gz	empty_S360_L006	HVPGYKEP
empty_S366_L007_R1_001.fastq.gz	empty_S366_L007_R2_001.fastq.gz	empty_S366_L007	BYMZTICP
empty_S36_L001_R1_001.fastq.gz	empty_S36_L001_R2_001.fastq.gz	empty_S36_L001	TTCWYMXD
empty_S39_L007_R1_001.fastq.gz	empty_S39_L007_R2_001.fastq.gz	empty_S39_L007	YVKJOEOQ
empty_S62_L001_R1_001.fastq.gz	empty_S62_L001_R2_001.fastq.gz	empty_S62_L001	RDKPEALV
empty_S75_L001_R1_001.fastq.gz	empty_S75_L001_R2_001.fastq.gz	empty_S75_L001	JQWATVSX
empty_S77_L007_R1_001.fastq.gz	empty_S77_L007_R2_001.fastq.gz	empty_S77_L007	HTIZXQAF
empty_S96_L001_R1_001.fastq.gz	empty_S96_L001_R2_001.fastq.gz	empty_S96_L001	TLTOPLOM
